timestamp,s_ph_sil_tput,f_k_coal_tput,f_k_coal_ncv
2023-01-01 00:00:00,160.92999986474155,12.91650613703571,6000
2023-01-01 01:00:00,155.808198230117,12.806018501533307,6000
2023-01-01 02:00:00,161.8001337965059,13.006706219638906,6000
2023-01-01 03:00:00,161.71413270848348,12.841890222164341,6000
2023-01-01 04:00:00,147.14168191678328,11.438177819338366,6000
2023-01-01 05:00:00,154.73344491223074,12.559568688371893,6000
2023-01-01 06:00:00,168.76804213147537,13.95442837451527,6000
2023-01-01 07:00:00,159.28262038498085,13.736490279822032,6000
2023-01-01 08:00:00,165.32709157091725,13.253778279181438,6000
2023-01-01 09:00:00,155.40453690866016,12.641832754271967,6000
2023-01-01 10:00:00,161.89070299329794,12.586550851289267,6000
2023-01-01 11:00:00,162.22993076148686,12.878965120352328,6000
2023-01-01 12:00:00,161.98643878959592,12.948618458729065,6000
2023-01-01 13:00:00,162.908881710561,13.818627643409258,6000
2023-01-01 14:00:00,175.19292708443274,14.115739143125056,6000
2023-01-01 15:00:00,153.54941637460973,12.126550420521552,6000
2023-01-01 16:00:00,158.4672152985244,12.54392347680269,6000
2023-01-01 17:00:00,147.55390889812614,11.530321063093057,6000
2023-01-01 18:00:00,166.46872749007133,13.148423397541926,6000
2023-01-01 19:00:00,155.0796429255736,12.266019752798707,6000
2023-01-01 20:00:00,155.0665583914473,12.668506755448403,6000
2023-01-01 21:00:00,142.35646814168302,11.501592584289893,6000
2023-01-01 22:00:00,176.87224564859804,14.181166299309838,6000
2023-01-01 23:00:00,157.91940864777607,13.117368490900693,6000
2023-01-02 00:00:00,139.97880412685203,10.721673576247678,6000
2023-01-02 01:00:00,162.88009585916183,13.281219674975016,6000
2023-01-02 02:00:00,160.00462378282936,12.913671161901627,6000
2023-01-02 03:00:00,156.232801031097,11.890876718801284,6000
2023-01-02 04:00:00,154.92770615138025,12.49869056322647,6000
2023-01-02 05:00:00,147.94899232648055,11.724831501315556,6000
2023-01-02 06:00:00,154.1053245400768,12.08246406691559,6000
2023-01-02 07:00:00,158.97866873159094,12.91458373257483,6000
2023-01-02 08:00:00,173.5263684300652,14.232646976311091,6000
2023-01-02 09:00:00,150.51156224543385,12.125272632552004,6000
2023-01-02 10:00:00,163.70432714395977,12.583658073279397,6000
2023-01-02 11:00:00,152.8405517302875,12.451632953151192,6000
2023-01-02 12:00:00,167.05793871290842,13.396265087728597,6000
2023-01-02 13:00:00,147.17448045328533,12.636278804079101,6000
2023-01-02 14:00:00,147.35162825316675,11.884708418585829,6000
2023-01-02 15:00:00,151.17992036482855,11.255551539346431,6000
2023-01-02 16:00:00,157.85530038233787,13.005059479279439,6000
