timestamp,s_ph_sil_tput,f_k_rdf_tput,f_k_rdf_ncv,f_k_coal_tput,f_k_coal_ncv
2023-01-01 00:00:00,155.03155526588796,10.94588485665605,5409.02953868062,3.8728044806987603,5500.0
2023-01-01 01:00:00,150.24179666704674,8.106143878735455,4978.953885617983,6.7120717688271565,5500.0
2023-01-01 02:00:00,148.3235498617007,11.237721826711306,4805.848883710255,4.296130906951026,5500.0
2023-01-01 03:00:00,156.75490796158402,11.828852288827125,5102.935090601364,4.374418228974133,5500.0
2023-01-01 04:00:00,179.49497039569766,10.144912365818803,5675.804187581433,7.0084016489803265,5500.0
2023-01-01 05:00:00,174.8134235670106,11.44682760124311,5319.616930731086,5.142596228461402,5500.0
2023-01-01 06:00:00,153.43104196870232,8.31916790769451,5009.511797724927,6.953346440237335,5500.0
2023-01-01 07:00:00,163.66470756822187,9.48072386846753,4988.5563276943385,6.395446862980989,5500.0
2023-01-01 08:00:00,139.17214485592976,8.653609975047713,5141.509897581883,5.1827138562876325,5500.0
2023-01-01 09:00:00,155.67645645479874,8.843931374345306,5648.618742901549,5.639163222808349,5500.0
2023-01-01 10:00:00,164.41220089711672,11.658190358962173,5212.966667328659,4.74233679262247,5500.0
2023-01-01 11:00:00,161.42797612834528,10.338343960894163,5608.04059524223,4.404474250035236,5500.0
2023-01-01 12:00:00,142.02521428150473,11.168317457451856,5179.943970119715,2.7358103293671854,5500.0
2023-01-01 13:00:00,166.7323803337046,9.067300759810172,5376.865618721828,6.308492783014212,5500.0
2023-01-01 14:00:00,142.81046633175959,11.503411761512776,5037.050145675982,2.471430031354991,5500.0
2023-01-01 15:00:00,150.42312494996102,10.435880845752688,4937.555341694671,4.747705235415762,5500.0
2023-01-01 16:00:00,170.17768974709801,8.002287584511773,5091.740451304206,8.951804929242433,5500.0
2023-01-01 17:00:00,146.17101515401507,8.276850073873534,5484.5419487315085,5.343139573436659,5500.0
2023-01-01 18:00:00,159.05810516998056,9.060226515760236,5585.189736976732,5.920957593415127,5500.0
2023-01-01 19:00:00,162.4961601959656,8.804604253558784,5080.544662170805,7.05200686972726,5500.0
2023-01-01 20:00:00,151.61388374209477,9.35234224858982,5329.47784661151,5.0870189895227185,5500.0
2023-01-01 21:00:00,140.04935824387573,8.915767135244618,5614.878011705515,3.8453884902399724,5500.0
2023-01-01 22:00:00,154.35010502497852,11.742056962322684,5313.938783992756,2.6479626382842594,5500.0
2023-01-01 23:00:00,166.51588560920118,8.387723256915294,5187.94606416574,7.629259237938217,5500.0
2023-01-02 00:00:00,172.03133272613832,11.936660845463864,4888.576084036763,5.434739458428525,5500.0
2023-01-02 01:00:00,168.25799574472353,8.760835633763246,5203.752193049819,7.400848786849655,5500.0
2023-01-02 02:00:00,152.9635660881995,10.201301249799393,4845.529496572393,5.300291130753803,5500.0
2023-01-02 03:00:00,159.68670316796343,9.604161170197811,4852.771859974961,6.780107849925218,5500.0
2023-01-02 04:00:00,158.6622981517142,11.829270563438692,5695.880420543443,1.9442001501068717,5500.0
2023-01-02 05:00:00,151.57952194016912,11.874837459876636,5321.262261734631,2.856360319406477,5500.0
2023-01-02 06:00:00,141.73029491221524,10.011401531678054,5567.447902843457,3.261532603519639,5500.0
2023-01-02 07:00:00,165.01975572152264,8.940815580003726,4907.897952552412,7.164912380017212,5500.0
2023-01-02 08:00:00,164.2601775026107,9.67689966134349,5325.305060362102,6.387206530556042,5500.0
2023-01-02 09:00:00,142.12343556321076,8.954743810463384,5156.207262112129,5.141681190678125,5500.0
